date,url
2003-07-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is030710.en.html
2003-09-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is030904.en.html
2003-09-17,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is030917.en.html
2003-10-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is031002.en.html
2003-10-13,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is031013.en.html
2003-11-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is031106.en.html
2003-12-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2003/html/is031204.en.html
2004-01-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040108.en.html
2004-02-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040205.en.html
2004-03-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040304.en.html
2004-04-01,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040401.en.html
2004-05-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040506.en.html
2004-06-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040603.en.html
2004-07-01,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040701.en.html
2004-09-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is040902.en.html
2004-10-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is041007.en.html
2004-11-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is041104.en.html
2004-12-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2004/html/is041202.en.html
2005-01-13,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050113.en.html
2005-01-20,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050120.en.html
2005-01-20,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050120_1.en.html
2005-01-21,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050121.en.html
2005-02-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050203.en.html
2005-03-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050303.en.html
2005-04-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050407.en.html
2005-05-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050504.en.html
2005-06-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050602.en.html
2005-07-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050707.en.html
2005-09-01,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is050901.en.html
2005-10-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is051006.en.html
2005-11-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is051103.en.html
2005-12-01,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2005/html/is051201.en.html
2006-01-12,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060112.en.html
2006-02-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060202.en.html
2006-03-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060302.en.html
2006-04-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060406.en.html
2006-05-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060504.en.html
2006-06-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060608.en.html
2006-07-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060706.en.html
2006-08-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060803.en.html
2006-08-31,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is060831.en.html
2006-10-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is061005.en.html
2006-11-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is061102.en.html
2006-12-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2006/html/is061207.en.html
2007-01-11,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070111.en.html
2007-02-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070208.en.html
2007-03-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070308.en.html
2007-04-12,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070412.en.html
2007-05-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070510.en.html
2007-06-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070606.en.html
2007-07-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070705.en.html
2007-08-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070802.en.html
2007-09-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is070906.en.html
2007-10-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is071004.en.html
2007-11-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is071108.en.html
2007-12-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2007/html/is071206.en.html
2008-01-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080110.en.html
2008-02-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080207.en.html
2008-03-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080306.en.html
2008-04-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080410.en.html
2008-05-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080508.en.html
2008-06-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080605.en.html
2008-07-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080703.en.html
2008-08-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080807.en.html
2008-09-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is080904.en.html
2008-10-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is081002.en.html
2008-11-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is081106.en.html
2008-12-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2008/html/is081204.en.html
2009-01-15,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090115.en.html
2009-02-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090205.en.html
2009-03-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090305.en.html
2009-04-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090402.en.html
2009-05-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090507.en.html
2009-06-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090604.en.html
2009-07-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090702.en.html
2009-08-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090806.en.html
2009-09-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is090903.en.html
2009-10-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is091008.en.html
2009-11-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is091105.en.html
2009-12-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2009/html/is091203.en.html
2010-01-14,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100114.en.html
2010-02-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100204.en.html
2010-03-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100304.en.html
2010-04-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100408.en.html
2010-05-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100506.en.html
2010-06-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100610.en.html
2010-07-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100708.en.html
2010-08-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100805.en.html
2010-09-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is100902.en.html
2010-10-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is101007.en.html
2010-11-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is101104.en.html
2010-12-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2010/html/is101202.en.html
2011-01-13,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110113.en.html
2011-02-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110203.en.html
2011-03-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110303.en.html
2011-04-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110407.en.html
2011-05-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110505.en.html
2011-06-09,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110609.en.html
2011-07-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110707.en.html
2011-08-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110804.en.html
2011-09-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is110908.en.html
2011-10-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is111006.en.html
2011-11-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is111103.en.html
2011-12-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2011/html/is111208.en.html
2012-01-12,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120112.en.html
2012-02-09,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120209.en.html
2012-03-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120308.en.html
2012-04-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120404.en.html
2012-05-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120503.en.html
2012-06-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120606.en.html
2012-07-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120705.en.html
2012-08-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120802.en.html
2012-09-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is120906.en.html
2012-10-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is121004.en.html
2012-11-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is121108.en.html
2012-12-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2012/html/is121206.en.html
2013-01-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130110.en.html
2013-02-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130207.en.html
2013-03-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130307.en.html
2013-04-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130404.en.html
2013-05-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130502.en.html
2013-06-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130606.en.html
2013-07-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130704.en.html
2013-08-01,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130801.en.html
2013-09-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is130905.en.html
2013-10-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is131002.en.html
2013-11-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is131107.en.html
2013-12-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2013/html/is131205.en.html
2014-01-09,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140109.en.html
2014-02-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140206.en.html
2014-03-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140306.en.html
2014-04-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140403.en.html
2014-05-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140508.en.html
2014-06-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140605.en.html
2014-07-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140703.en.html
2014-08-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140807.en.html
2014-09-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is140904.en.html
2014-10-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is141002.en.html
2014-10-26,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is141026.en.html
2014-11-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is141106.en.html
2014-12-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2014/html/is141204.en.html
2015-01-22,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is150122.en.html
2015-03-05,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is150305.en.html
2015-04-15,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is150415.en.html
2015-06-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is150603.en.html
2015-07-16,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is150716.en.html
2015-09-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is150903.en.html
2015-10-22,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is151022.en.html
2015-12-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2015/html/is151203.en.html
2016-01-21,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is160121.en.html
2016-03-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is160310.en.html
2016-04-21,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is160421.en.html
2016-06-02,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is160602.en.html
2016-07-21,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is160721.en.html
2016-09-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is160908.en.html
2016-10-20,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is161020.en.html
2016-12-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2016/html/is161208.en.html
2017-04-27,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/ecb.is170427.en.html
2017-06-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/ecb.is170608.en.html
2017-07-20,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/ecb.is170720.en.html
2017-09-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/ecb.is170907.en.html
2017-10-26,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/ecb.is171026.en.html
2017-12-14,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/ecb.is171214.en.html
2017-01-19,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/is170119.en.html
2017-03-09,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2017/html/is170309.en.html
2018-01-25,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is180125.en.html
2018-03-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is180308.en.html
2018-04-26,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is180426.en.html
2018-06-14,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is180614.en.html
2018-07-26,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is180726.en.html
2018-09-13,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is180913.en.html
2018-10-25,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is181025.en.html
2018-12-13,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2018/html/ecb.is181213.en.html
2019-01-24,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is190124~cd3821f8f5.en.html
2019-03-07,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is190307~de1fdbd0b0.en.html
2019-04-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is190410~c27197866f.en.html
2019-06-06,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is190606~32b6221806.en.html
2019-07-25,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is190725~547f29c369.en.html
2019-09-12,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is190912~658eb51d68.en.html
2019-10-24,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is191024~78a5550bc1.en.html
2019-12-12,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2019/html/ecb.is191212~c9e1a6ab3e.en.html
2020-01-23,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is200123~0bc778277b.en.html
2020-03-12,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is200312~f857a21b6c.en.html
2020-04-30,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is200430~ab3058e07f.en.html
2020-06-04,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is200604~b479b8cfff.en.html
2020-07-16,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is200716~3865f74bf8.en.html
2020-09-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is200910~5c43e3a591.en.html
2020-10-29,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is201029~80b00b5789.en.html
2020-12-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2020/html/ecb.is201210~9b8e5f3cdd.en.html
2021-01-21,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210121~e601112a72.en.html
2021-03-11,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210311~d368d7151a.en.html
2021-04-22,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210422~b0ad2d3414.en.html
2021-06-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210610~115f4c0246.en.html
2021-07-22,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210722~13e7f5e795.en.html
2021-09-09,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is210909~b2d882f724.en.html
2021-10-28,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is211028~939f22970b.en.html
2021-12-16,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.is211216~9abaace28e.en.html
2021-07-08,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2021/html/ecb.sp210708~ab68c3bd9d.en.html
2022-02-03,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2022/html/ecb.is220203~ca7001dec0.en.html
2022-03-10,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2022/html/ecb.is220310~1bc8c1b1ca.en.html
2022-04-14,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2022/html/ecb.is220414~fa5c8fe142.en.html
2022-06-09,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2022/html/ecb.is220609~abe7c95b19.en.html
2022-07-21,https://www.ecb.europa.eu/press/press_conference/monetary-policy-statement/2022/html/ecb.is220721~51ef267c68.en.html
